Sample,patientID,SOX9,FOXM1
BRCA,TCGA-E2-A1LS-01A,244.384,7.376
BRCA,TCGA-A2-A04W-01A,605.029,29.089
BRCA,TCGA-BH-A0DG-01A,119.066,15.952
BRCA,TCGA-BH-A0BL-01A,225.34,85.475
BRCA,TCGA-A8-A090-01A,234.67,27.103
BRCA,TCGA-AO-A0J2-01A,173.008,79.8
BRCA,TCGA-AC-A62V-01A,202.189,19.091
BRCA,TCGA-A7-A4SE-01A,160.222,75.089
BRCA,TCGA-GM-A2DD-01A,92.827,15.159
BRCA,TCGA-BH-A0W4-01A,203.301,16.109
BRCA,TCGA-B6-A1KN-01A,327.676,34.335
BRCA,TCGA-OL-A6VR-01A,189.071,6.587
BRCA,TCGA-AO-A0J3-01A,235.09,35.303
BRCA,TCGA-AC-A8OQ-01A,290.332,31.589
BRCA,TCGA-W8-A86G-01A,154.034,2.875
BRCA,TCGA-E2-A1L8-01A,299.413,10.653
BRCA,TCGA-D8-A27N-01A,170.169,14.921
BRCA,TCGA-C8-A1HN-01A,453.184,47.266
BRCA,TCGA-A8-A07B-01A,282.488,30.912
BRCA,TCGA-A7-A13H-01A,143.012,7.418
BRCA,TCGA-AO-A128-01A,121.782,30.422
BRCA,TCGA-BH-A42U-01A,94.766,2.854
BRCA,TCGA-BH-A1ET-01A,103.127,4.636
BRCA,TCGA-BH-A0W3-01A,143.736,40.851
BRCA,TCGA-C8-A138-01A,152.735,9.801
BRCA,TCGA-E2-A150-01A,464.448,62.261
BRCA,TCGA-LL-A740-01A,62.739,10.551
BRCA,TCGA-BH-A0HP-01A,138.667,14.444
BRCA,TCGA-E2-A1LI-01A,240.91,67.014
BRCA,TCGA-E9-A22H-01A,232.467,36.164
BRCA,TCGA-E2-A56Z-01A,401.298,14.028
BRCA,TCGA-AC-A5XU-01A,125.284,26.67
BRCA,TCGA-A8-A07I-01A,140.683,46.412
BRCA,TCGA-BH-A1FR-01A,140.345,19.072
BRCA,TCGA-BH-A0HL-01A,94.935,29.561
BRCA,TCGA-E2-A1LG-01A,69.252,45.895
BRCA,TCGA-AC-A3QQ-01B,131.516,23.414
BRCA,TCGA-A8-A08Z-01A,306.294,9.212
BRCA,TCGA-PE-A5DD-01A,179.426,21.545
BRCA,TCGA-A8-A091-01A,164.241,13.765
BRCA,TCGA-B6-A0I5-01A,140.395,4.279
BRCA,TCGA-BH-A0EE-01A,294.904,21.063
BRCA,TCGA-D8-A1X8-01A,145.69,17.739
BRCA,TCGA-A7-A26E-01A,202.081,1.148
BRCA,TCGA-LD-A7W6-01A,110.706,23.973
BRCA,TCGA-E2-A574-01A,145.39,12.319
BRCA,TCGA-AC-A23E-01A,203.232,8.79
BRCA,TCGA-A8-A08A-01A,117.129,12.504
BRCA,TCGA-BH-A0B0-01A,142.426,8.664
BRCA,TCGA-D8-A27I-01A,161.404,11.711
BRCA,TCGA-AR-A0U2-01A,309.045,118.001
BRCA,TCGA-A8-A08H-01A,161.229,28.933
BRCA,TCGA-A8-A09B-01A,221.573,11.868
BRCA,TCGA-AN-A0XT-01A,152.411,10.016
BRCA,TCGA-BH-A18G-01A,154.72,10.712
BRCA,TCGA-C8-A12M-01A,194.744,17.067
BRCA,TCGA-A8-A09K-01A,357.65,24.534
BRCA,TCGA-A2-A4S2-01A,242.317,10.14
BRCA,TCGA-E9-A1RD-01A,133.79,14.379
BRCA,TCGA-E9-A1N8-01A,186.065,66.865
BRCA,TCGA-XX-A89A-01A,180.229,15.513
BRCA,TCGA-E2-A10B-01A,136.515,21.967
BRCA,TCGA-D8-A1JI-01A,104.295,11.67
BRCA,TCGA-E2-A107-01A,241.766,67.709
BRCA,TCGA-BH-A0DT-01A,145.73,9.743
BRCA,TCGA-AN-A0AT-01A,320.825,77.497
BRCA,TCGA-E2-A14T-01A,169.108,19.341
BRCA,TCGA-AN-A0AR-01A,220.364,159.852
BRCA,TCGA-A8-A07J-01A,162.409,5.7
BRCA,TCGA-AR-A2LN-01A,158.418,2.967
BRCA,TCGA-AN-A049-01A,193.455,25.179
BRCA,TCGA-5L-AAT0-01A,177.151,3.255
BRCA,TCGA-A2-A0CM-01A,225.177,70.357
BRCA,TCGA-B6-A0WV-01A,255.534,48.865
BRCA,TCGA-A2-A0CQ-01A,141.566,14.153
BRCA,TCGA-E2-A1BC-01A,172.173,2.241
BRCA,TCGA-EW-A6SD-01A,183.964,16.398
BRCA,TCGA-E2-A9RU-01A,264.559,18.223
BRCA,TCGA-A2-A0CP-01A,342.57,3.13
BRCA,TCGA-A7-A26I-01A,114.521,8.663
BRCA,TCGA-A2-A0YT-01A,540.621,49.109
BRCA,TCGA-A2-A0CZ-01A,117.755,4.068
BRCA,TCGA-BH-A1EX-01A,229.626,12.043
BRCA,TCGA-E2-A15A-01A,436.827,59.206
BRCA,TCGA-BH-A6R9-01A,86.764,7.87
BRCA,TCGA-A2-A0ER-01A,127.311,35.17
BRCA,TCGA-E9-A249-01A,188.827,16.588
BRCA,TCGA-AN-A0FK-01A,107.266,18.742
BRCA,TCGA-AR-A1AM-01A,159.578,5.02
BRCA,TCGA-EW-A1OZ-01A,175.381,22.514
BRCA,TCGA-E9-A2JS-01A,301.567,51.852
BRCA,TCGA-A8-A099-01A,133.796,14.454
BRCA,TCGA-E2-A2P6-01A,156.191,20.17
BRCA,TCGA-E2-A1IO-01A,245.908,13.697
BRCA,TCGA-E2-A106-01A,169.888,7.728
BRCA,TCGA-E9-A1RF-01A,193.899,11.368
BRCA,TCGA-BH-A0BG-01A,315.449,38.975
BRCA,TCGA-D8-A1JN-01A,86.366,5.436
BRCA,TCGA-A2-A3XY-01A,112.772,44.376
BRCA,TCGA-BH-A18L-01A,179.321,67.589
BRCA,TCGA-A2-A0SV-01A,334.632,35.178
BRCA,TCGA-A2-A04U-01A,162.796,27.13
BRCA,TCGA-E2-A15F-01A,189.456,31.382
BRCA,TCGA-EW-A1PG-01A,187.036,2.569
BRCA,TCGA-BH-A18N-01A,140.06,14.339
BRCA,TCGA-A8-A0A4-01A,170.321,21.074
BRCA,TCGA-AR-A0TT-01A,305.726,25.487
BRCA,TCGA-AC-A3OD-01B,88.275,7.564
BRCA,TCGA-D8-A1XL-01A,407.489,24.563
BRCA,TCGA-A8-A06Z-01A,257.947,25.464
BRCA,TCGA-E2-A159-01A,395.326,32.889
BRCA,TCGA-A8-A094-01A,134.348,43.451
BRCA,TCGA-A8-A09R-01A,161.083,25.962
BRCA,TCGA-A8-A075-01A,230.611,49.857
BRCA,TCGA-BH-A1EN-01A,78.727,21.909
BRCA,TCGA-AC-A8OP-01A,156.191,19.117
BRCA,TCGA-BH-A1F6-01A,657.097,41.593
BRCA,TCGA-EW-A1J1-01A,222.849,12.251
BRCA,TCGA-E2-A1LA-01A,163.893,24.788
BRCA,TCGA-A7-A6VY-01A,163.676,69.394
BRCA,TCGA-BH-A0H0-01A,246.828,36.875
BRCA,TCGA-AO-A124-01A,360.235,80.989
BRCA,TCGA-D8-A1X7-01A,129.893,14.817
BRCA,TCGA-E2-A1IK-01A,96.928,12.289
BRCA,TCGA-A2-A0EQ-01A,319.651,41.199
BRCA,TCGA-D8-A1XJ-01A,863.372,40.209
BRCA,TCGA-3C-AALI-01A,404.73,41.548
BRCA,TCGA-A1-A0SG-01A,299.496,9.791
BRCA,TCGA-A8-A085-01A,153.247,17.032
BRCA,TCGA-E9-A1R5-01A,164.851,9.598
BRCA,TCGA-A2-A0D1-01A,292.476,47.718
BRCA,TCGA-AR-A1AI-01A,220.527,77.664
BRCA,TCGA-A8-A08G-01A,223.229,39.563
BRCA,TCGA-A8-A08P-01A,432.443,40.918
BRCA,TCGA-D8-A1JM-01A,182.29,244.296
BRCA,TCGA-AR-A2LK-01A,255.965,49.35
BRCA,TCGA-EW-A1PD-01A,153.881,21.374
BRCA,TCGA-BH-A0BM-01A,133.689,1.816
BRCA,TCGA-GI-A2C9-01A,331.638,62.785
BRCA,TCGA-EW-A1OW-01A,246.687,71.419
BRCA,TCGA-OL-A5S0-01A,162.333,19.85
BRCA,TCGA-A2-A3XS-01A,343.948,34.747
BRCA,TCGA-A2-A3KC-01A,117.545,22.766
BRCA,TCGA-BH-A0BV-01A,178.436,24.817
BRCA,TCGA-B6-A408-01A,553.48,10.728
BRCA,TCGA-BH-A204-01A,186.145,44.615
BRCA,TCGA-BH-A0B5-01A,166.084,55.85
BRCA,TCGA-A2-A0YD-01A,82.424,9.851
BRCA,TCGA-AR-A5QN-01A,120.687,16.355
BRCA,TCGA-A7-A0DB-01A,186.489,7.837
BRCA,TCGA-AN-A0XS-01A,215.096,9.371
BRCA,TCGA-A8-A09I-01A,305.106,46.631
BRCA,TCGA-AQ-A0Y5-01A,266.555,6.798
BRCA,TCGA-BH-A18H-01A,232.525,9.713
BRCA,TCGA-B6-A0RT-01A,142.716,47.664
BRCA,TCGA-AR-A24U-01A,197.234,24.848
BRCA,TCGA-A2-A3XU-01A,161.307,15.578
BRCA,TCGA-E2-A1BD-01A,190.558,10.752
BRCA,TCGA-BH-AB28-01A,132.983,17.103
BRCA,TCGA-GM-A4E0-01A,83.331,4.197
BRCA,TCGA-BH-A0B9-01A,181.501,101.84
BRCA,TCGA-LL-A9Q3-01A,219.853,5.711
BRCA,TCGA-E2-A1L6-01A,159.765,13.754
normal,TCGA-BH-A18V-11A,112.396,1.503
normal,TCGA-BH-A1FJ-11B,126.28,1.623
normal,TCGA-E2-A1LH-11A,119.008,1.66
normal,TCGA-BH-A1EW-11B,232.059,8.714
normal,TCGA-BH-A0BQ-11A,110.292,6.335
normal,TCGA-E9-A1N6-11A,103.18,2.827
normal,TCGA-AC-A2FB-11A,101.254,2.148
normal,TCGA-BH-A0DQ-11A,119.771,3.746
normal,TCGA-BH-A0B5-11A,67.327,0.39
normal,TCGA-E9-A1R7-11A,92.649,1.058
normal,TCGA-AC-A23H-11A,131.576,2.108
normal,TCGA-BH-A1FG-11B,148.175,0.547
normal,TCGA-BH-A0DO-11A,91.507,2.521
normal,TCGA-BH-A1FD-11B,91.436,0.603
normal,TCGA-E9-A1RB-11A,103.152,5.42
normal,TCGA-E9-A1RF-11A,75.505,0.535
normal,TCGA-BH-A1FR-11B,103.37,3.175
normal,TCGA-E9-A1NG-11A,95.035,1.464
normal,TCGA-A7-A13F-11A,76.906,1.714
normal,TCGA-BH-A1EV-11A,126.518,7.829
normal,TCGA-BH-A0E0-11A,138.092,2.707
normal,TCGA-BH-A0B3-11B,138.918,2.617
normal,TCGA-E9-A1N5-11A,127.54,31.808
normal,TCGA-BH-A18K-11A,106.237,1.503
normal,TCGA-BH-A18S-11A,121.37,1.827
normal,TCGA-BH-A204-11A,79.944,1.243
normal,TCGA-BH-A0DP-11A,134.902,1.304
normal,TCGA-A7-A13E-11A,74.702,1.748
normal,TCGA-E9-A1RI-11A,86.275,0.482
normal,TCGA-BH-A0AZ-11A,138.871,1.832
normal,TCGA-E9-A1RC-11A,64.1,1.83
normal,TCGA-BH-A0BZ-11A,87.794,1.787
normal,TCGA-BH-A208-11A,95.906,1.198
normal,TCGA-BH-A0AY-11A,92.697,2.458
normal,TCGA-E9-A1ND-11A,108.451,5.045
normal,TCGA-BH-A0DD-11A,65.866,1.937
normal,TCGA-BH-A0BS-11A,105.771,1.972
normal,TCGA-GI-A2C9-11A,96.929,2.231
normal,TCGA-A7-A0D9-11A,73.451,1.084
normal,TCGA-E2-A158-11A,77.594,2.265
normal,TCGA-E9-A1RH-11A,85.699,1.408
normal,TCGA-BH-A18M-11A,89.048,3.985
normal,TCGA-BH-A0H9-11A,66.188,0.446
normal,TCGA-BH-A1EO-11A,91.638,1.07
normal,TCGA-E9-A1N9-11A,68.928,4.93
normal,TCGA-BH-A0BM-11A,114.864,3.51
normal,TCGA-BH-A1EN-11A,82.412,1.589
normal,TCGA-BH-A0B8-11A,65.222,0.835
normal,TCGA-E9-A1NA-11A,88.302,1.491
normal,TCGA-BH-A0B7-11A,107.56,4.224
normal,TCGA-A7-A13G-11A,52.853,0.383
normal,TCGA-BH-A1F2-11A,74.244,2.025
normal,TCGA-AC-A2FM-11B,106.894,0.987
normal,TCGA-BH-A1FE-11B,104.55,4.771
normal,TCGA-A7-A0DB-11A,95.694,10.344
normal,TCGA-BH-A18L-11A,86.566,1.507
normal,TCGA-BH-A1FM-11B,96.377,2.093
normal,TCGA-BH-A0DV-11A,121.689,0.981
normal,TCGA-BH-A0C3-11A,91.214,3.494
normal,TCGA-BH-A0DK-11A,123.634,4.124
normal,TCGA-BH-A0BJ-11A,135.141,4.012
normal,TCGA-AC-A2FF-11A,136.282,11.038
normal,TCGA-BH-A0BT-11A,128.372,2.19
normal,TCGA-BH-A203-11A,92.082,2.885
normal,TCGA-BH-A1FH-11B,116.556,3.625
normal,TCGA-BH-A1FN-11A,113.617,4.174
normal,TCGA-A7-A0CH-11A,96.845,2.608
normal,TCGA-A7-A0CE-11A,112.055,3.511
normal,TCGA-BH-A1F8-11B,110.826,4.432
normal,TCGA-BH-A0C0-11A,92.475,2.067
normal,TCGA-BH-A209-11A,97.616,2.464
normal,TCGA-BH-A0HA-11A,93.515,3.732
normal,TCGA-E2-A153-11A,105.774,4.827
normal,TCGA-BH-A18N-11A,99.928,1.478
normal,TCGA-BH-A18Q-11A,90.364,2.785
normal,TCGA-BH-A0BW-11A,140.856,13.622
normal,TCGA-BH-A0H5-11A,109.77,2.427
normal,TCGA-E2-A1LB-11A,95.595,6.565
normal,TCGA-BH-A0DH-11A,113.273,2.04
normal,TCGA-BH-A18U-11A,110.324,11.915
normal,TCGA-E2-A15K-11A,81.452,1.892
normal,TCGA-E2-A1BC-11A,67.911,0.373
normal,TCGA-E2-A1LS-11A,59.733,0.699
normal,TCGA-A7-A0DC-11A,101.196,3.225
normal,TCGA-E2-A1IG-11A,79.753,2.479
normal,TCGA-GI-A2C8-11A,44.861,0.666
normal,TCGA-E9-A1N4-11A,138.321,4.439
normal,TCGA-E9-A1RD-11A,89.438,1.466
normal,TCGA-BH-A0DG-11A,128.943,5.165
normal,TCGA-BH-A0HK-11A,109.983,1.622
normal,TCGA-BH-A1EU-11A,128.107,1.708
normal,TCGA-BH-A1FB-11A,107.845,1.622
normal,TCGA-E2-A15M-11A,87.067,1.334
normal,TCGA-BH-A0DT-11A,108.742,3.419
normal,TCGA-BH-A1F6-11B,93.196,1.75
normal,TCGA-E2-A15I-11A,82.57,0.613
normal,TCGA-BH-A0BC-11A,127.195,2.725
normal,TCGA-BH-A0DZ-11A,135.807,5.542
normal,TCGA-BH-A0E1-11A,109.456,1.519
normal,TCGA-BH-A18R-11A,78.577,1.538
normal,TCGA-BH-A0H7-11A,220.98,8.388
normal,TCGA-BH-A1F0-11B,124.246,0.787
normal,TCGA-BH-A18J-11A,102.553,4.146
normal,TCGA-BH-A1FU-11A,109.928,1.714
normal,TCGA-BH-A1ET-11B,105.575,1.244
normal,TCGA-BH-A0DL-11A,95.493,3.722
normal,TCGA-A7-A0DC-11A,101.196,3.225
normal,TCGA-BH-A0BV-11A,107.008,6.623
normal,TCGA-BH-A18P-11A,78.601,0.852
normal,TCGA-E2-A1L7-11A,123.771,4.657
normal,TCGA-E9-A1NF-11A,79.699,1.943
normal,TCGA-BH-A1FC-11A,97.913,1.521
normal,TCGA-BH-A0AU-11A,99.96,1.931
normal,TCGA-BH-A0BA-11A,76.804,5.466
